job_id	title	company	city	salary_low	salary_high	edu	exp	tags	category	company_tier	desc	publish_time
	交互设计	京东	苏州	7	11	不限	1-3年	用户研究;原型设计;Axure;产品设计;Figma	UI设计	头部大厂	"编写产品需求文档（PRD）
负责交互设计的产品规划和设计
跟踪产品上线后的数据表现

任职要求：
有相关行业产品经验者优先
具备良好的产品思维和用户洞察力
1-3年以上产品经理经验
具备优秀的沟通协调能力"	2026-02-17
	活动运营	美的	北京	13	21	硕士	1-3年	内容策划;社群运营;新媒体;SEM;SEO;数据分析	运营	中型企业	"制定运营策略和执行计划
策划和执行线上线下活动
负责活动运营相关的运营工作

任职要求：
硕士及以上学历
1-3年以上运营经验
有成功运营案例者优先
具备数据分析能力和运营思维"	2026-02-06
	媒介专员	网易	上海	15	25	大专	5-10年	公关;渠道拓展;市场调研	市场推广	头部大厂	"负责媒介专员相关的市场推广工作
制定市场推广策略和计划
分析市场动态和竞争对手

任职要求：
具备市场策划和执行能力
有相关行业资源者优先
具备良好的商务谈判能力
大专及以上学历"	2026-02-08
	用户研究	美的	苏州	11	19	大专	5-10年	Axure;Figma;原型设计;用户研究	运营	中型企业	"负责用户研究的产品规划和设计
跟踪产品上线后的数据表现
协调开发、设计、测试等团队资源

任职要求：
具备良好的产品思维和用户洞察力
具备优秀的沟通协调能力
大专及以上学历
有相关行业产品经验者优先"	2026-02-20
	用户研究	比亚迪	郑州	4	7	不限	不限	Axure;需求分析;用户研究	运营	中型企业	"编写产品需求文档（PRD）
负责用户研究的产品规划和设计
协调开发、设计、测试等团队资源

任职要求：
不限及以上学历
具备良好的产品思维和用户洞察力
熟练使用Axure、Figma等设计工具
具备优秀的沟通协调能力"	2026-02-12
	机器学习工程师	京东	成都	17	28	不限	10年以上	Hadoop;Java;NumPy;Git	算法工程师	头部大厂	"编写高质量、可维护的代码
参与需求分析、系统设计、编码实现和测试
参与技术方案评审，解决技术难题

任职要求：
具备良好的沟通能力和团队协作精神
有大型项目经验者优先
熟悉相关技术栈和开发工具
具备良好的编程基础和算法能力"	2026-02-16
	3D设计师	联想	苏州	5	8	不限	不限	Sketch;Adobe XD;After Effects;C4D;Figma	UI设计	头部大厂	"持续优化设计质量和用户体验
根据需求进行创意设计和视觉表现
负责3D设计师相关的设计工作

任职要求：
具备良好的审美能力和创意思维
具备良好的沟通理解能力
不限及以上学历，设计相关专业优先
不限以上设计经验"	2026-03-06
	动效设计师	哔哩哔哩	郑州	6	10	本科	1-3年	Adobe XD;C4D;Illustrator;Figma	UI设计	头部大厂	"与产品、开发团队协作
负责动效设计师相关的设计工作
根据需求进行创意设计和视觉表现

任职要求：
具备良好的沟通理解能力
本科及以上学历，设计相关专业优先
熟练使用设计软件和工具
有优秀作品集者优先"	2026-02-22
	市场专员	携程	天津	11	18	博士	1-3年	BD;营销策划;市场调研;公关	市场推广	头部大厂	"分析市场动态和竞争对手
拓展市场渠道和合作伙伴
组织市场活动和品牌宣传

任职要求：
1-3年以上市场推广经验
具备良好的商务谈判能力
有相关行业资源者优先
具备市场策划和执行能力"	2026-02-06
	数据运营	小米	北京	28	46	硕士	5-10年	新媒体;内容策划;社群运营;用户增长;活动策划;数据分析	运营	头部大厂	"分析运营数据，优化运营效果
制定运营策略和执行计划
策划和执行线上线下活动

任职要求：
有成功运营案例者优先
具备数据分析能力和运营思维
硕士及以上学历
具备良好的文案写作能力"	2026-02-22
	BD经理	大疆创新	上海	6	10	本科	应届生	渠道拓展;营销策划;市场调研	市场推广	中型企业	"制定市场推广策略和计划
拓展市场渠道和合作伙伴
组织市场活动和品牌宣传

任职要求：
具备市场策划和执行能力
本科及以上学历
有相关行业资源者优先
具备良好的商务谈判能力"	2026-02-10
	产品总监	爱奇艺	苏州	30	48	硕士	10年以上	原型设计;Axure;需求分析	产品经理	大型企业	"负责产品总监的产品规划和设计
跟踪产品上线后的数据表现
编写产品需求文档（PRD）

任职要求：
具备优秀的沟通协调能力
熟练使用Axure、Figma等设计工具
有相关行业产品经验者优先
10年以上以上产品经理经验"	2026-03-04
	媒介专员	哔哩哔哩	广州	5	8	大专	应届生	品牌推广;营销策划;媒介投放	市场推广	头部大厂	"分析市场动态和竞争对手
负责媒介专员相关的市场推广工作
拓展市场渠道和合作伙伴

任职要求：
有相关行业资源者优先
具备市场策划和执行能力
大专及以上学历
应届生以上市场推广经验"	2026-02-14
	数据工程师	比亚迪	武汉	5	8	本科	不限	Scikit-learn;Linux;Spark;React;Python;算法	前端开发	中型企业	"编写高质量、可维护的代码
参与需求分析、系统设计、编码实现和测试
持续优化系统性能和用户体验

任职要求：
具备良好的编程基础和算法能力
有大型项目经验者优先
本科及以上学历，计算机相关专业优先
不限以上相关工作经验"	2026-02-20
	市场经理	云从科技	北京	19	31	博士	1-3年	公关;品牌推广;BD;渠道拓展	市场推广	中型企业	"组织市场活动和品牌宣传
分析市场动态和竞争对手
制定市场推广策略和计划

任职要求：
博士及以上学历
1-3年以上市场推广经验
有相关行业资源者优先
具备良好的商务谈判能力"	2026-03-06
	交互设计	哔哩哔哩	上海	9	15	本科	1-3年	Sketch;After Effects;C4D	UI设计	头部大厂	"根据需求进行创意设计和视觉表现
持续优化设计质量和用户体验
与产品、开发团队协作

任职要求：
熟练使用设计软件和工具
本科及以上学历，设计相关专业优先
有优秀作品集者优先
具备良好的审美能力和创意思维"	2026-02-05
	UX设计师	滴滴	青岛	6	10	本科	不限	产品设计;Axure;PRD文档;需求分析	UI设计	头部大厂	"协调开发、设计、测试等团队资源
进行用户调研和需求分析
编写产品需求文档（PRD）

任职要求：
有相关行业产品经验者优先
具备良好的产品思维和用户洞察力
不限以上产品经理经验
熟练使用Axure、Figma等设计工具"	2026-02-19
	市场专员	京东	广州	15	25	本科	5-10年	公关;营销策划;BD;品牌推广;渠道拓展	市场推广	头部大厂	"制定市场推广策略和计划
拓展市场渠道和合作伙伴
负责市场专员相关的市场推广工作

任职要求：
5-10年以上市场推广经验
熟悉各类营销渠道和推广方式
具备市场策划和执行能力
具备良好的商务谈判能力"	2026-03-05
	运营专员	360	广州	14	23	博士	1-3年	用户增长;SEM;活动策划;新媒体;SEO;内容策划	运营	头部大厂	"负责运营专员相关的运营工作
维护用户关系，提升用户活跃度
策划和执行线上线下活动

任职要求：
有成功运营案例者优先
博士及以上学历
熟悉新媒体运营和内容策划
具备数据分析能力和运营思维"	2026-02-17
	产品助理	顺丰	西安	10	16	博士	1-3年	PRD文档;需求分析;Axure;数据分析;Figma;产品设计	产品经理	中型企业	"跟踪产品上线后的数据表现
进行用户调研和需求分析
编写产品需求文档（PRD）

任职要求：
有相关行业产品经验者优先
具备良好的产品思维和用户洞察力
熟练使用Axure、Figma等设计工具
博士及以上学历"	2026-02-24
	BD经理	中通	北京	17	28	博士	不限	渠道拓展;品牌推广;媒介投放;BD;公关;营销策划	市场推广	中型企业	"组织市场活动和品牌宣传
分析市场动态和竞争对手
负责BD经理相关的市场推广工作

任职要求：
熟悉各类营销渠道和推广方式
具备良好的商务谈判能力
不限以上市场推广经验
博士及以上学历"	2026-02-23
	产品经理	新浪	天津	7	11	本科	1-3年	原型设计;产品设计;Axure;PRD文档;数据分析	产品经理	头部大厂	"编写产品需求文档（PRD）
协调开发、设计、测试等团队资源
负责产品经理的产品规划和设计

任职要求：
有相关行业产品经验者优先
具备良好的产品思维和用户洞察力
熟练使用Axure、Figma等设计工具
具备优秀的沟通协调能力"	2026-03-02
	产品经理	顺丰	苏州	12	20	本科	3-5年	Figma;需求分析;Axure	产品经理	中型企业	"跟踪产品上线后的数据表现
编写产品需求文档（PRD）
协调开发、设计、测试等团队资源

任职要求：
本科及以上学历
3-5年以上产品经理经验
具备优秀的沟通协调能力
有相关行业产品经验者优先"	2026-02-07
	法务专员	360	广州	10	16	不限	5-10年	Excel;组织管理;绩效考核;沟通协调	职能管理	头部大厂	"完成上级交办的其他任务
负责法务专员相关工作
整理和归档相关文件资料

任职要求：
不限及以上学历
具备良好的沟通协调能力
工作认真负责，细致耐心
5-10年以上相关工作经验"	2026-02-14
	运维工程师	商汤科技	天津	10	17	博士	应届生	Git;Kubernetes;Jenkins;Spring Boot;深度学习;数据结构	运维工程师	中型企业	"参与需求分析、系统设计、编码实现和测试
负责运维工程师相关的系统设计和开发工作
编写高质量、可维护的代码

任职要求：
熟悉相关技术栈和开发工具
具备良好的编程基础和算法能力
有大型项目经验者优先
博士及以上学历，计算机相关专业优先"	2026-02-04
	会计	美的	南京	12	20	不限	10年以上	沟通协调;Excel;薪酬管理;培训	职能管理	中型企业	"协助部门完成日常管理工作
整理和归档相关文件资料
协调各部门之间的沟通

任职要求：
工作认真负责，细致耐心
10年以上以上相关工作经验
熟练使用办公软件
具备良好的沟通协调能力"	2026-03-05
	平面设计	搜狐	武汉	6	10	本科	不限	Photoshop;3D Max;Sketch;Figma;Adobe XD	UI设计	头部大厂	"持续优化设计质量和用户体验
制作设计稿和交互原型
与产品、开发团队协作

任职要求：
熟练使用设计软件和工具
具备良好的沟通理解能力
本科及以上学历，设计相关专业优先
有优秀作品集者优先"	2026-02-13
	视觉设计	爱奇艺	长沙	11	18	硕士	3-5年	After Effects;Adobe XD;Figma;Illustrator;C4D;3D Max	UI设计	中型企业	"持续优化设计质量和用户体验
制作设计稿和交互原型
负责视觉设计相关的设计工作

任职要求：
有优秀作品集者优先
3-5年以上设计经验
具备良好的沟通理解能力
具备良好的审美能力和创意思维"	2026-02-17
	销售经理	宁德时代	郑州	5	8	本科	1-3年	媒介投放;市场调研;公关;品牌推广;BD	市场推广	中型企业	"拓展市场渠道和合作伙伴
制定市场推广策略和计划
分析市场动态和竞争对手

任职要求：
具备市场策划和执行能力
熟悉各类营销渠道和推广方式
1-3年以上市场推广经验
具备良好的商务谈判能力"	2026-02-22
